time,Sn100,Sn90,Sn80,Sn71,Sn64,Sn54,Sn47,Sn40,Sn33,Sn20,Sn10,Sn0
0,299.24,345.87,365.12,359.22,395.19,353.19,358.19,342.62,374.67,348.14,336.54,374.97
1,298.19,344.32,363.59,357.87,394.34,351.27,356.77,340.27,373.27,345.57,334.07,372.74
2,297.12,342.92,362.07,356.59,392.34,349.47,355.47,338.17,371.84,343.24,331.44,370.29
3,296.14,341.64,360.62,355.29,390.99,347.72,354.32,336.07,370.39,341.09,328.89,368.27
4,294.99,340.37,358.94,353.82,388.99,345.72,353.14,333.94,369.09,338.67,326.44,366.19
5,293.99,338.97,357.34,352.44,387.24,343.94,351.94,331.67,367.69,336.44,324.07,364.12
6,292.94,337.27,355.79,351.09,386.14,342.19,350.44,329.72,366.32,334.17,321.22,361.72
7,291.92,334.57,354.34,349.77,384.19,340.42,349.17,327.79,364.79,332.09,319.14,359.74
8,290.77,333.67,352.67,348.27,383.12,338.37,347.89,325.92,363.49,329.52,317.24,357.74
9,289.82,331.02,351.19,346.94,381.17,336.72,346.59,323.74,362.22,327.42,315.32,355.62
10,288.62,331.79,349.72,345.59,379.77,335.02,345.24,321.97,360.92,325.34,311.97,353.24
11,287.54,330.97,348.24,344.27,378.32,333.37,343.72,320.19,359.44,323.29,309.04,351.22
12,286.44,328.87,346.54,342.82,376.69,331.49,342.37,318.44,358.09,320.99,307.37,349.14
13,285.42,328.14,345.09,341.52,375.04,329.84,340.97,316.67,356.74,319.04,305.22,347.04
14,284.37,326.77,343.67,340.19,373.22,328.19,339.52,314.57,355.37,316.99,302.67,344.82
15,283.32,325.47,342.24,338.92,371.64,326.54,337.99,312.62,354.07,314.94,301.04,342.94
16,282.14,324.07,340.82,337.47,370.14,324.77,336.69,310.79,352.67,312.64,299.19,340.97
17,281.12,322.52,339.19,336.17,368.67,323.19,335.39,309.09,351.39,310.67,296.97,339.02
18,280.14,321.14,337.74,334.84,367.22,321.49,334.07,307.04,350.12,308.74,294.94,336.89
19,279.17,319.74,336.37,333.49,365.69,319.79,332.67,305.22,348.82,306.82,292.64,335.09
20,278.09,318.39,334.94,332.02,365.39,318.12,331.44,303.37,347.37,304.74,290.87,333.14
21,277.09,316.94,333.34,330.82,363.59,316.64,330.19,301.42,346.07,302.87,289.19,331.12
22,276.07,315.64,331.97,329.57,362.07,315.17,328.92,299.37,344.79,300.99,287.72,328.79
23,275.12,314.42,330.59,328.37,359.39,313.72,327.49,297.77,343.57,299.14,285.67,326.77
24,274.04,313.12,329.22,327.02,358.34,312.24,326.19,296.17,342.24,297.17,283.79,324.97
25,273.12,311.82,327.72,325.82,357.27,310.52,324.97,294.49,341.07,295.32,282.02,323.19
26,272.14,310.34,326.34,324.62,355.87,308.99,323.77,292.77,339.89,293.49,280.24,321.49
27,271.14,309.04,324.97,323.42,354.24,307.47,322.42,291.19,338.69,291.72,278.19,319.69
28,270.17,307.74,323.67,322.07,352.74,306.02,321.24,289.59,337.37,289.72,276.52,318.09
29,269.09,306.52,322.19,320.89,351.62,304.39,320.07,287.94,336.19,287.97,274.57,316.42
30,268.12,305.17,320.89,319.74,350.19,302.97,318.92,286.07,335.09,286.37,272.79,314.67
31,267.14,303.97,319.64,318.57,348.27,301.49,317.62,284.59,333.99,284.77,271.07,312.79
32,266.17,302.72,318.37,317.39,347.17,299.99,316.47,283.12,332.74,283.14,269.17,311.04
33,265.12,301.52,316.99,316.09,346.24,298.42,315.34,281.62,331.54,281.22,267.27,309.34
34,264.19,300.14,315.74,314.97,344.99,297.02,314.17,279.97,330.34,279.59,265.74,307.67
35,263.24,298.92,314.44,313.79,342.82,295.67,312.84,278.49,329.14,277.94,264.27,305.69
36,262.32,297.77,313.19,312.67,341.77,294.32,311.67,277.07,327.84,276.32,262.82,303.92
37,261.24,296.62,311.84,311.39,340.49,292.77,310.57,275.52,326.69,274.44,261.14,302.19
38,260.34,295.27,310.59,310.27,339.19,291.44,309.39,273.79,325.57,272.84,259.44,300.54
39,259.44,294.09,309.37,309.12,337.92,290.12,308.24,272.39,324.42,271.29,257.62,298.67
40,258.57,292.89,308.17,307.99,336.74,288.79,306.92,271.04,323.09,269.77,255.87,297.07
41,257.52,291.72,306.82,306.74,335.47,287.29,305.74,269.59,321.97,268.04,254.14,295.42
42,256.62,290.44,305.59,305.64,334.14,286.02,304.59,268.17,320.82,266.57,252.64,293.94
43,255.72,289.27,304.42,304.54,332.72,284.77,303.47,266.54,319.72,265.12,250.59,292.19
44,254.84,288.19,303.29,303.49,331.44,283.49,302.17,265.12,318.57,263.52,249.17,290.62
45,253.87,287.12,302.17,302.29,330.17,282.07,301.04,263.74,317.32,261.77,247.97,289.02
46,253.02,285.92,300.84,301.19,328.97,280.87,299.97,262.29,316.24,260.27,246.74,287.49
47,252.14,284.89,299.67,300.09,327.77,279.67,298.92,260.82,315.12,258.92,245.19,285.74
48,251.24,283.82,298.52,298.99,326.44,278.42,297.77,259.54,314.02,257.42,243.44,284.22
49,250.24,282.79,297.39,297.79,325.19,277.09,296.74,258.17,312.77,255.69,241.89,282.69
50,249.37,281.67,296.12,296.72,323.94,275.94,295.69,256.89,311.69,254.07,240.52,281.27
51,248.52,280.62,294.99,295.64,322.72,274.77,294.64,255.47,310.67,252.54,239.01,279.59
52,247.69,279.57,293.77,294.59,321.32,273.52,293.47,254.14,309.57,251.22,237.46,277.99
53,246.74,278.44,292.57,293.44,320.07,272.32,292.47,252.94,308.39,249.74,236.49,276.57
54,245.89,277.22,291.29,292.39,318.84,270.97,291.44,251.54,307.37,248.44,235.34,275.12
55,245.07,276.17,290.17,291.32,317.62,269.79,290.39,250.22,306.34,246.99,234.11,273.44
56,244.24,275.12,289.04,290.29,316.27,268.59,289.24,248.97,305.34,245.64,232.56,272.02
57,243.42,274.02,287.97,289.14,315.09,267.44,288.22,247.82,304.19,244.19,231.19,270.67
58,242.47,272.97,286.74,288.09,313.94,266.12,287.19,246.67,303.17,243.04,229.74,269.42
59,241.59,271.87,285.67,287.07,312.79,264.97,286.17,245.32,302.14,241.72,228.24,268.29
60,240.77,270.92,284.59,286.02,311.49,263.82,284.99,243.99,301.14,240.44,226.81,267.37
61,239.94,269.97,283.52,285.02,310.32,262.69,284.04,242.79,300.04,239.11,225.61,266.84
62,238.99,268.97,282.32,283.84,309.19,261.44,283.04,241.67,299.09,237.69,224.36,266.69
63,238.11,267.84,281.24,282.82,308.09,260.34,282.07,240.34,298.12,236.49,223.16,266.84
64,237.29,266.87,280.19,281.87,306.79,259.22,280.99,239.09,297.14,235.21,222.01,267.37
65,236.51,265.92,279.14,280.87,305.64,258.12,279.99,237.96,296.07,233.91,221.04,268.02
66,235.59,264.94,277.99,279.74,304.47,256.97,279.02,236.86,295.09,232.44,219.86,268.54
67,234.79,263.77,276.94,278.74,303.37,255.97,278.07,235.59,294.12,231.16,218.99,268.94
68,234.01,262.79,275.92,277.74,302.09,254.94,276.99,234.46,293.12,229.91,217.89,269.27
69,233.21,261.84,274.89,276.74,301.02,253.87,276.02,233.29,292.04,228.61,216.99,269.42
70,232.34,260.89,273.74,275.67,299.97,252.67,275.07,232.19,291.09,227.21,216.44,269.49
71,231.56,259.87,272.74,274.72,298.89,251.59,274.09,231.06,290.17,226.09,216.49,269.52
72,230.81,258.92,271.74,273.82,297.62,250.57,273.12,229.76,289.24,224.96,216.59,269.54
73,230.04,257.97,270.79,272.89,296.52,249.52,272.07,228.71,288.32,223.79,216.96,269.54
74,229.16,256.97,269.64,271.84,295.42,248.32,271.14,227.61,287.29,222.59,217.34,269.57
75,228.51,255.94,268.59,270.92,294.34,247.32,270.24,226.64,286.39,221.54,217.71,269.57
76,228.59,254.92,267.57,269.97,293.09,246.32,269.34,225.54,285.49,220.51,217.89,269.59
77,229.36,253.94,266.59,269.07,292.02,245.37,268.34,224.41,284.59,219.44,217.84,269.62
78,230.11,253.07,265.64,268.09,290.99,244.24,267.47,223.29,283.59,218.26,217.84,269.59
79,230.26,252.07,264.44,267.17,289.92,243.27,266.62,222.21,282.72,217.06,218.11,269.59
80,230.29,251.17,263.44,266.24,288.92,242.32,265.74,221.01,281.84,216.01,218.24,269.59
81,230.31,250.24,262.47,265.34,287.77,241.34,264.74,219.99,280.99,214.96,218.26,269.62
82,230.31,249.34,261.54,264.32,286.77,240.36,263.84,218.96,280.02,213.84,218.21,269.64
83,230.31,248.32,260.47,263.39,285.79,239.26,262.94,217.96,279.14,212.89,218.36,269.64
84,230.31,247.44,259.59,262.52,284.77,238.29,262.07,216.76,278.22,211.79,218.44,269.67
85,230.31,246.49,258.69,261.64,283.59,237.31,261.02,215.86,277.34,210.76,218.44,269.64
86,230.31,245.62,257.79,260.62,282.54,236.34,260.09,214.91,276.32,209.64,218.41,269.64
87,230.31,244.77,256.74,259.74,281.54,235.29,259.22,213.96,275.42,208.74,218.21,269.64
88,230.31,243.82,255.84,258.89,280.52,234.36,258.34,212.91,274.52,207.76,218.14,269.67
89,230.31,242.97,254.97,257.99,279.34,233.41,257.37,212.04,273.67,206.69,218.01,269.69
90,230.31,242.17,253.99,257.17,278.32,232.49,256.52,211.11,272.69,205.74,217.94,269.72
91,230.31,241.34,252.87,256.22,277.32,231.44,255.67,210.26,271.84,204.79,217.94,269.69
92,230.31,240.36,251.94,255.37,276.34,230.51,254.84,209.29,270.99,203.86,217.56,269.69
93,230.31,239.51,251.04,254.52,275.19,229.61,253.87,208.29,270.14,202.94,217.24,269.67
94,230.31,238.66,250.17,253.64,274.19,228.71,253.04,207.44,269.19,202.01,217.16,269.67
95,230.31,237.79,249.19,252.67,273.19,227.69,252.19,206.61,268.34,201.11,216.89,269.67
96,230.31,236.86,248.34,251.84,272.24,226.76,251.34,205.64,267.52,200.36,216.71,269.67
97,230.34,236.04,247.52,250.97,271.19,225.81,250.37,204.76,266.72,199.71,216.51,269.64
98,230.34,235.19,246.69,250.09,270.22,224.91,249.54,203.89,265.79,199.01,216.29,269.62
99,230.34,234.36,245.77,249.14,269.22,223.86,248.74,203.04,264.97,198.41,216.26,269.62
100,230.34,233.41,244.89,248.34,268.27,222.99,247.94,202.09,264.12,197.91,216.11,269.59
101,230.34,232.59,244.04,247.49,267.24,222.11,247.17,201.21,263.27,197.44,215.89,269.59
102,230.34,231.79,243.19,246.69,266.29,221.26,246.29,200.36,262.34,196.91,215.54,269.57
103,230.34,230.96,242.27,245.77,265.39,220.29,245.49,199.49,261.54,196.46,215.11,269.59
104,230.34,229.99,241.44,244.94,264.49,219.41,244.72,198.56,260.69,195.99,214.84,269.59
105,230.34,229.14,240.61,244.12,263.47,218.56,243.92,197.49,259.89,195.64,214.64,269.59
106,230.36,228.36,239.81,243.29,262.59,217.66,243.02,196.61,259.09,195.24,214.24,269.59
107,230.36,227.59,238.96,242.42,261.67,216.66,242.22,195.81,258.17,194.84,214.14,269.62
108,230.36,226.74,238.06,241.64,260.72,215.74,241.42,194.94,257.37,194.41,213.74,269.64
109,230.36,226.01,237.19,240.86,259.82,214.91,240.64,194.01,256.57,194.04,213.26,269.64
110,230.36,225.26,236.39,240.09,258.77,214.11,239.79,193.19,255.79,193.69,213.04,269.64
111,230.34,224.44,235.61,239.21,257.84,213.34,239.01,192.39,254.94,193.26,212.56,269.64
112,230.36,223.56,234.69,238.46,256.97,212.41,238.24,191.54,254.19,192.89,212.04,269.67
113,230.36,222.81,233.89,237.71,256.07,211.66,237.49,190.66,253.44,192.49,211.56,269.67
114,230.34,222.04,233.09,236.96,255.09,210.91,236.59,189.79,252.69,192.11,210.84,269.69
115,230.34,221.29,232.29,236.14,254.24,210.14,235.81,188.96,251.87,191.71,210.19,269.72
116,230.34,220.56,231.41,235.34,253.39,209.26,235.06,188.24,251.07,191.34,209.74,269.72
117,230.34,219.74,230.64,234.61,252.54,208.46,234.29,187.41,250.29,190.86,209.49,269.72
118,230.34,219.04,229.86,233.86,251.62,207.64,233.44,186.64,249.57,190.46,208.94,269.72
119,230.34,218.31,229.04,233.16,250.79,206.76,232.66,185.94,248.77,190.04,208.29,269.72
120,230.34,217.59,228.19,232.36,249.89,205.76,231.89,185.09,248.04,189.59,207.71,269.72
121,230.34,216.81,227.41,231.66,249.02,204.94,231.16,184.19,247.29,189.14,207.26,269.72
122,230.34,216.11,226.64,230.96,248.02,204.16,230.36,183.44,246.59,188.71,206.76,269.69
123,230.34,215.36,225.86,230.26,247.14,203.41,229.64,182.69,245.77,188.34,206.26,269.69
124,230.34,214.61,225.01,229.44,246.34,202.59,228.91,181.91,245.07,187.84,205.76,269.67
125,230.31,213.86,224.29,228.71,245.57,201.84,228.21,181.16,244.37,187.41,205.34,269.64
126,230.31,213.31,223.59,228.01,244.64,201.06,227.39,180.46,243.69,186.96,204.94,269.62
127,230.31,213.04,222.86,227.31,243.82,200.31,226.66,179.71,242.87,186.56,204.59,269.59
128,230.31,212.96,222.01,226.54,243.04,199.49,225.94,179.06,242.14,186.09,204.21,269.59
129,230.31,213.24,221.31,225.84,242.22,198.79,225.21,178.34,241.44,185.71,203.71,269.59
130,230.31,213.69,220.61,225.16,241.29,198.06,224.49,177.64,240.71,185.29,203.16,269.57
131,230.34,214.16,219.86,224.46,240.44,197.34,223.71,176.94,239.94,184.91,202.49,269.54
132,230.34,214.56,219.09,223.66,239.59,196.51,222.99,176.24,239.24,184.46,202.09,269.52
133,230.34,214.89,218.36,222.96,238.79,195.81,222.31,175.56,238.56,184.04,201.61,269.47
134,230.34,215.09,217.61,222.26,237.94,195.11,221.61,174.76,237.89,183.69,200.91,269.44
135,230.31,215.26,216.89,221.56,237.19,194.44,220.81,174.11,237.19,183.39,200.21,269.44
136,230.31,215.36,216.11,220.81,236.44,193.64,220.14,173.41,236.44,182.96,199.51,269.42
137,230.29,215.44,215.34,220.16,235.66,192.94,219.44,172.71,235.76,182.51,198.96,269.42
138,230.29,215.49,214.66,219.51,234.91,192.24,218.76,171.94,235.09,182.09,198.56,269.37
139,230.29,215.54,213.96,218.86,234.06,191.54,217.96,171.24,234.44,181.76,198.01,269.37
140,230.29,215.56,213.26,218.11,233.29,190.76,217.29,170.59,233.66,181.31,197.51,269.37
141,230.26,215.59,212.51,217.44,232.54,190.06,216.61,169.99,233.01,180.99,197.04,269.34
142,230.29,215.61,211.84,216.81,231.79,189.39,215.96,169.31,232.36,180.56,196.31,269.34
143,230.29,215.64,211.16,216.16,230.91,188.66,215.24,168.69,231.74,180.14,195.69,269.32
144,230.24,215.64,210.49,215.44,230.19,187.99,214.56,168.09,231.01,179.74,195.29,269.32
145,230.24,215.64,209.76,214.79,229.46,187.24,213.91,167.49,230.36,179.46,194.66,269.29
146,230.24,215.64,209.11,214.14,228.74,186.61,213.26,166.71,229.71,179.24,194.19,269.24
147,230.24,215.64,208.49,213.51,227.94,185.99,212.54,166.09,229.09,178.89,193.51,269.24
148,230.24,215.64,207.84,212.84,227.24,185.34,211.89,165.39,228.36,178.54,193.01,269.22
149,230.29,215.61,207.14,212.11,226.49,184.61,211.24,164.74,227.69,178.19,192.39,269.22
150,230.29,215.61,206.44,211.46,225.69,183.91,210.61,164.11,227.06,177.94,191.71,269.19
151,230.19,215.59,205.71,210.81,224.84,183.21,209.89,163.51,226.44,177.56,191.16,269.14
152,230.24,215.56,205.04,210.16,224.14,182.49,209.24,162.89,225.71,177.29,190.64,269.12
153,230.24,215.54,204.31,209.41,223.46,181.69,208.56,162.34,225.09,177.09,190.14,269.09
154,230.24,215.49,203.66,208.71,222.74,180.99,207.91,161.69,224.41,176.84,189.59,269.04
155,230.24,215.46,203.01,208.09,221.94,180.36,207.21,161.06,223.74,176.54,188.86,269.04
156,230.24,215.41,202.39,207.49,221.19,179.71,206.59,160.41,223.04,176.26,188.26,269.04
157,230.24,215.36,201.69,206.79,220.46,179.01,205.99,159.86,222.41,176.01,187.66,269.02
158,230.24,215.34,201.11,206.19,219.74,178.44,205.39,159.16,221.76,175.71,187.09,269.02
159,230.24,215.29,200.51,205.59,219.01,177.84,204.71,158.54,221.16,175.44,186.54,268.89
160,230.21,215.21,199.94,204.96,218.34,177.24,204.09,157.94,220.49,175.21,185.94,268.82
161,230.24,215.16,199.36,204.29,217.74,176.59,203.49,157.31,219.86,174.89,185.34,268.77
162,230.21,215.11,198.96,203.69,217.09,175.96,202.89,156.71,219.26,174.59,184.76,268.67
163,230.21,215.06,198.59,203.11,216.34,175.36,202.29,156.04,218.66,174.34,184.11,268.64
164,230.21,215.01,198.31,202.51,215.66,174.76,201.64,155.54,218.06,174.09,183.56,268.62
165,230.21,214.96,198.14,201.84,214.96,174.11,201.06,154.96,217.44,173.81,182.94,268.54
166,230.19,214.89,198.11,201.24,214.29,173.51,200.51,154.34,216.84,173.46,182.24,268.52
167,230.19,214.84,198.11,200.66,213.54,172.94,199.96,153.76,216.26,173.19,181.56,268.49
168,230.19,214.79,198.21,200.09,212.84,172.36,199.31,153.21,215.69,172.89,180.86,268.34
169,230.19,214.71,198.34,199.46,212.14,171.74,198.74,152.69,215.04,172.56,180.21,268.19
170,230.19,214.66,198.51,198.86,211.46,171.14,198.16,152.11,214.49,172.34,179.66,268.04
171,230.21,214.59,198.69,198.31,210.79,170.56,197.61,151.49,213.94,172.09,179.11,267.67
172,230.21,214.54,198.84,197.71,210.04,170.01,196.99,150.96,213.31,171.79,178.39,267.07
173,230.19,214.49,199.01,197.09,209.36,169.51,196.39,150.31,212.66,171.44,177.69,266.27
174,230.19,214.41,199.19,196.51,208.69,168.86,195.84,149.69,212.06,171.14,176.99,265.37
175,230.19,214.34,199.34,195.96,208.04,168.31,195.29,149.04,211.49,170.84,176.29,264.47
176,230.19,214.26,199.49,195.41,207.34,167.79,194.64,148.49,210.91,170.54,175.66,263.44
177,230.19,214.19,199.59,194.86,206.69,167.24,194.09,147.96,210.24,170.14,175.04,262.47
178,230.19,214.11,199.71,194.26,205.99,166.61,193.51,147.46,209.66,169.79,174.44,261.59
179,230.19,214.06,199.81,193.71,205.34,166.06,192.94,146.84,209.06,169.46,173.86,260.57
180,230.19,213.99,199.86,193.16,204.66,165.54,192.29,146.29,208.49,169.09,172.89,259.69
181,230.19,213.91,199.94,192.64,204.01,164.99,191.69,145.79,207.84,168.79,172.06,258.77
182,230.19,213.81,200.01,192.01,203.44,164.36,191.11,145.29,207.26,168.39,171.26,257.72
183,230.19,213.74,200.06,191.46,202.86,163.81,190.56,144.71,206.69,168.04,170.69,256.59
184,230.19,213.64,200.09,190.96,202.21,163.24,189.91,144.21,206.14,167.66,170.11,255.17
185,230.19,213.56,200.14,190.44,201.61,162.69,189.36,143.64,205.51,167.26,169.51,253.77
186,230.16,213.49,200.19,189.81,201.04,162.04,188.76,143.09,204.99,166.89,168.94,252.37
187,230.16,213.39,200.21,189.29,200.44,161.49,188.21,142.49,204.44,166.54,168.56,251.07
188,230.16,213.29,200.26,188.76,199.76,160.99,187.64,141.94,203.91,166.19,167.86,249.64
189,230.14,213.19,200.29,188.21,199.19,160.44,187.14,141.41,203.29,165.81,167.21,248.42
190,230.14,213.09,200.31,187.64,198.61,159.84,186.66,140.94,202.74,165.34,166.66,247.22
191,230.16,212.99,200.36,187.11,198.04,159.31,186.16,140.41,202.21,164.96,165.76,245.94
192,230.16,212.89,200.36,186.61,197.39,158.81,185.66,139.84,201.69,164.59,165.04,244.42
193,230.16,212.76,200.39,186.14,196.84,158.31,185.09,139.34,201.06,164.24,164.54,243.07
194,230.14,212.64,200.39,185.61,196.26,157.74,184.56,138.89,200.54,163.81,164.09,241.79
195,230.14,212.51,200.39,185.19,195.71,157.26,184.04,138.46,200.01,163.44,163.49,240.44
196,230.14,212.41,200.39,184.81,195.09,156.84,183.51,138.04,199.46,163.06,162.86,238.94
197,230.14,212.31,200.39,184.49,194.51,156.46,182.91,137.64,198.94,162.66,162.26,237.69
198,230.14,212.19,200.36,184.19,193.94,156.09,182.41,137.24,198.34,162.21,161.74,236.34
199,230.14,212.06,200.34,183.99,193.41,155.81,181.89,136.81,197.81,161.81,161.29,234.94
200,230.14,211.94,200.31,183.89,192.84,155.66,181.39,136.31,197.26,161.44,160.69,233.39
201,230.14,211.81,200.29,183.84,192.24,155.51,180.79,135.91,196.76,161.04,160.06,232.09
202,230.14,211.69,200.26,183.86,191.69,155.39,180.26,135.51,196.16,160.66,159.51,230.76
203,230.14,211.56,200.21,183.94,191.11,155.31,179.76,135.11,195.66,160.26,159.01,229.36
204,230.14,211.44,200.16,184.09,190.54,155.29,179.24,134.74,195.14,159.86,158.34,227.76
205,230.14,211.31,200.09,184.26,189.91,155.31,178.66,134.41,194.66,159.46,157.59,226.19
206,230.14,211.16,199.99,184.44,189.39,155.34,178.19,134.11,194.11,159.01,156.84,224.74
207,230.11,211.04,199.86,184.66,188.86,155.41,177.71,133.76,193.59,158.64,155.96,223.26
208,230.14,210.89,199.76,184.86,188.29,155.46,177.24,133.49,193.06,158.26,155.39,221.56
209,230.14,210.76,199.64,185.06,187.69,155.51,176.69,133.34,192.54,157.89,154.74,220.04
210,230.14,210.61,199.51,185.26,187.16,155.54,176.16,133.31,191.99,157.49,154.14,218.39
211,230.14,210.49,199.39,185.49,186.64,155.59,175.66,133.34,191.49,156.99,153.76,216.76
212,230.11,210.31,199.26,185.66,186.09,155.59,175.16,133.41,190.96,156.59,153.24,215.06
213,230.11,210.19,199.11,185.81,185.51,155.59,174.61,133.44,190.44,156.21,152.64,213.61
214,230.09,210.04,198.96,185.96,185.01,155.56,174.14,133.51,189.86,155.81,151.96,212.21
215,229.99,209.89,198.79,186.09,184.51,155.54,173.66,133.54,189.36,155.36,151.34,210.89
216,229.86,209.71,198.61,186.21,184.01,155.51,173.16,133.64,188.84,155.01,150.71,209.59
217,229.61,209.54,198.46,186.31,183.44,155.46,172.64,133.66,188.31,154.59,149.94,208.11
218,229.26,209.39,198.29,186.41,182.94,155.41,172.19,133.69,187.74,154.19,149.46,206.84
219,228.61,209.21,198.09,186.51,182.44,155.31,171.71,133.69,187.24,153.74,148.99,205.61
220,227.66,209.04,197.94,186.59,181.94,155.24,171.26,133.71,186.71,153.39,148.41,204.31
221,226.46,208.89,197.76,186.69,181.39,155.14,170.74,133.74,186.21,153.01,147.84,202.91
222,224.99,208.71,197.61,186.76,180.89,155.04,170.29,133.74,185.66,152.66,147.31,201.69
223,222.84,208.56,197.44,186.84,180.39,154.91,169.81,133.76,185.16,152.24,146.71,200.61
224,221.54,208.36,197.29,186.91,179.91,154.81,169.34,133.79,184.69,151.86,146.01,199.56
225,220.46,208.19,197.11,186.96,179.34,154.69,168.86,133.84,184.24,151.51,145.19,198.21
226,219.41,208.01,196.96,187.01,178.84,154.59,168.36,133.86,183.79,151.16,144.56,197.14
227,218.31,207.84,196.81,187.06,178.31,154.46,167.91,133.86,183.26,150.76,144.06,196.01
228,217.34,207.64,196.64,187.09,177.81,154.36,167.46,133.86,182.81,150.36,143.51,194.94
229,216.39,207.46,196.49,187.11,177.21,154.24,167.01,133.86,182.36,149.94,143.09,193.76
230,215.49,207.29,196.34,187.14,176.66,154.11,166.49,133.81,181.91,149.54,142.59,192.69
231,214.49,207.11,196.19,187.16,176.16,154.01,166.06,133.81,181.44,149.09,142.24,191.64
232,213.56,206.89,195.99,187.16,175.69,153.86,165.61,133.79,181.01,148.69,141.84,190.66
233,212.69,206.69,195.84,187.16,175.21,153.76,165.19,133.79,180.56,148.34,141.14,189.59
234,211.81,206.49,195.69,187.16,174.66,153.64,164.66,133.76,180.16,147.94,140.59,188.56
235,210.81,206.31,195.54,187.16,174.19,153.51,164.24,133.71,179.66,147.44,140.01,187.51
236,209.96,206.09,195.34,187.16,173.69,153.39,163.79,133.74,179.24,147.09,139.29,186.46
237,209.11,205.89,195.16,187.14,173.26,153.26,163.36,133.74,178.79,146.69,138.46,185.36
238,208.29,205.69,195.01,187.11,172.81,153.14,162.89,133.71,178.36,146.29,137.84,184.39
239,207.44,205.49,194.86,187.06,172.49,152.99,162.46,133.71,177.89,145.91,137.49,183.41
240,206.54,205.26,194.69,187.01,172.21,152.84,162.04,133.71,177.44,145.46,136.99,182.49
241,205.71,205.04,194.51,186.94,171.99,152.69,161.59,133.66,177.01,145.09,136.49,181.39
242,204.89,204.81,194.34,186.89,171.79,152.56,161.11,133.66,176.59,144.71,135.96,180.44
243,204.11,204.61,194.16,186.81,171.64,152.41,160.69,133.64,176.09,144.34,135.54,179.49
244,203.21,204.39,193.99,186.71,171.56,152.26,160.26,133.64,175.66,143.89,135.24,178.56
245,202.41,204.11,193.84,186.64,171.54,152.11,159.86,133.64,175.24,143.46,134.74,177.69
246,201.64,203.89,193.69,186.54,171.56,151.99,159.41,133.66,174.79,143.06,134.26,176.66
247,200.86,203.66,193.49,186.44,171.61,151.84,159.04,133.66,174.29,142.66,133.84,175.86
248,199.96,203.41,193.31,186.31,171.66,151.69,158.64,133.66,173.86,142.21,133.59,175.06
249,199.16,203.14,193.14,186.19,171.74,151.56,158.24,133.64,173.41,141.74,133.31,174.24
250,198.34,202.89,192.96,186.06,171.86,151.41,157.79,133.64,172.99,141.31,133.04,173.26
251,197.56,202.61,192.79,185.94,171.96,151.24,157.36,133.64,172.51,140.89,132.89,172.41
252,196.74,202.36,192.59,185.79,172.06,151.09,156.96,133.61,172.09,140.41,132.59,171.59
253,195.99,202.06,192.41,185.64,172.16,150.94,156.54,133.61,171.66,140.01,132.39,170.74
254,195.26,201.81,192.21,185.49,172.31,150.79,156.14,133.64,171.24,139.61,132.34,169.79
255,194.56,201.56,192.04,185.34,172.44,150.61,155.69,133.66,170.84,139.19,132.49,169.04
256,193.74,201.29,191.84,185.19,172.56,150.44,155.29,133.66,170.36,138.71,132.59,168.29
257,192.99,200.99,191.64,185.04,172.66,150.29,154.89,133.66,169.96,138.34,132.71,167.46
258,192.26,200.74,191.46,184.89,172.76,150.14,154.49,133.66,169.54,137.96,132.81,166.51
259,191.56,200.46,191.26,184.74,172.86,149.96,154.06,133.66,169.14,137.64,133.06,165.76
260,190.74,200.19,191.09,184.56,172.94,149.81,153.69,133.66,168.69,137.26,133.24,165.01
261,190.01,199.86,190.86,184.41,173.01,149.64,153.26,133.64,168.26,136.91,133.21,164.24
262,189.31,199.59,190.69,184.24,173.11,149.44,152.86,133.66,167.86,136.61,133.29,163.26
263,188.64,199.31,190.49,184.09,173.16,149.29,152.39,133.69,167.46,136.31,133.39,162.44
264,187.86,199.01,190.31,183.91,173.24,149.11,151.99,133.66,167.01,135.99,133.46,161.64
265,187.16,198.69,190.09,183.76,173.31,148.91,151.59,133.66,166.61,135.76,133.39,160.91
266,186.46,198.41,189.89,183.61,173.34,148.71,151.24,133.64,166.21,135.56,133.26,160.11
267,185.79,198.09,189.71,183.46,173.41,148.51,150.86,133.61,165.84,135.36,133.16,159.39
268,185.11,197.79,189.51,183.31,173.44,148.29,150.46,133.61,165.39,135.19,133.11,158.66
269,184.36,197.46,189.29,183.16,173.46,148.04,150.06,133.59,164.99,135.09,133.11,157.94
270,183.71,197.11,189.09,183.01,173.46,147.79,149.66,133.61,164.59,135.14,133.09,157.09
271,183.04,196.79,188.86,182.86,173.46,147.54,149.24,133.59,164.19,135.29,132.94,156.36
272,182.36,196.46,188.64,182.74,173.44,147.31,148.84,133.56,163.74,135.49,132.76,155.69
273,181.56,196.14,188.39,182.56,173.44,147.04,148.44,133.59,163.34,135.74,132.66,154.99
274,180.91,195.76,188.16,182.44,173.41,146.81,148.06,133.59,162.94,135.91,132.54,154.21
275,180.26,195.41,187.94,182.29,173.36,146.59,147.64,133.56,162.56,136.06,132.54,153.49
276,179.61,195.09,187.71,182.14,173.31,146.36,147.26,133.56,162.11,136.16,132.44,152.81
277,178.89,194.74,187.46,181.99,173.24,146.09,146.89,133.56,161.74,136.26,132.34,152.09
